snr_level,filename,si_sdr_mixture,si_sdr_separated,si_sdr_improvement,sdr_mixture,sdr_separated,sdr_improvement,sir_mixture,sir_separated,sir_improvement,f1_clean,f1_mixed,f1_separated
10,sample_247_mixed.wav,9.996554374694824,15.592191696166992,5.595637321472168,10.003084590339071,15.775236980741314,5.772152390402242,10.003084590339071,18.503899895714518,8.500815305375447,1.0,1.0,1.0
10,sample_248_mixed.wav,9.967357635498047,17.73046112060547,7.763103485107422,10.001068845829339,17.791164659904293,7.790095814074954,10.001068845829339,19.091320827851902,9.090251982022563,1.0,1.0,1.0
10,sample_249_mixed.wav,9.98302936553955,14.610514640808105,4.627485275268555,9.992472833142461,14.70130354360374,4.708830710461278,9.992472833142461,15.698071737550276,5.705598904407815,1.0,1.0,1.0
10,sample_250_mixed.wav,9.963845252990723,14.170836448669434,4.206991195678711,9.963586495986869,14.304998677761262,4.341412181774393,9.963586495986869,15.35773152132009,5.394145025333222,1.0,1.0,1.0
10,sample_251_mixed.wav,10.000900268554688,14.08298110961914,4.082080841064453,9.998468836023838,14.146637184931608,4.14816834890777,9.998468836023838,15.025855650796,5.0273868147721625,1.0,1.0,1.0
10,sample_252_mixed.wav,10.001588821411133,18.545305252075195,8.543716430664062,10.002755099150386,18.79675158702681,8.793996487876425,10.002755099150386,21.428209396345814,11.425454297195428,1.0,1.0,1.0
10,sample_253_mixed.wav,10.001579284667969,16.945098876953125,6.943519592285156,10.004570878912684,17.1486211546484,7.144050275735715,10.004570878912684,20.866517352195324,10.86194647328264,1.0,1.0,1.0
10,sample_254_mixed.wav,10.003806114196777,18.388832092285156,8.385025978088379,10.003322431162516,18.765761105873494,8.762438674710978,10.003322431162516,21.939692446313078,11.936370015150562,1.0,1.0,1.0
10,sample_255_mixed.wav,9.972206115722656,15.535444259643555,5.563238143920898,9.976973959862343,15.662629650237626,5.685655690375283,9.976973959862343,17.356509022334393,7.3795350624720495,1.0,1.0,1.0
10,sample_256_mixed.wav,9.99887466430664,13.307486534118652,3.3086118698120117,10.0002713597707,13.414185493068748,3.4139141332980483,10.0002713597707,14.253328301246814,4.253056941476114,1.0,1.0,1.0
